country, product, quantity, price
GH,Product 2641,71,52.48
GH,Product 2642,38,8.03
MA,Product 2643,33,91.39
MA,Product 2644,51,20.95
NG,Product 2645,8,94.94
GH,Product 2646,47,31.51
ZA,Product 2647,22,32.49
KE,Product 2648,0,33.42
NG,Product 2649,80,36.70
MA,Product 2650,95,57.83
GH,Product 2651,72,24.34
MA,Product 2652,47,83.88
MA,Product 2653,41,64.45
NG,Product 2654,1,24.59
ZA,Product 2655,3,47.55
MA,Product 2656,33,55.09
KE,Product 2657,52,66.46
KE,Product 2658,88,32.58
NG,Product 2659,51,52.93
KE,Product 2660,72,42.00
NG,Product 2661,72,44.64
NG,Product 2662,66,29.39
GH,Product 2663,20,61.81
GH,Product 2664,46,86.00
NG,Product 2665,39,23.47
MA,Product 2666,54,77.14
ZA,Product 2667,41,91.91
GH,Product 2668,63,37.39
KE,Product 2669,72,68.95
GH,Product 2670,1,42.28
MA,Product 2671,92,5.85
NG,Product 2672,36,82.57
GH,Product 2673,91,74.57
NG,Product 2674,55,69.66
NG,Product 2675,85,16.36
ZA,Product 2676,40,97.87
GH,Product 2677,44,44.60
ZA,Product 2678,96,23.59
ZA,Product 2679,74,94.25
NG,Product 2680,25,41.63
NG,Product 2681,58,88.49
ZA,Product 2682,74,27.18
MA,Product 2683,93,6.98
NG,Product 2684,61,8.87
GH,Product 2685,58,66.15
GH,Product 2686,50,12.66
GH,Product 2687,52,29.20
KE,Product 2688,88,99.54
NG,Product 2689,61,54.20
NG,Product 2690,71,10.42
NG,Product 2691,81,22.54
NG,Product 2692,34,96.57
KE,Product 2693,17,72.72
ZA,Product 2694,78,20.49
GH,Product 2695,6,51.75
GH,Product 2696,99,37.59
KE,Product 2697,36,50.26
NG,Product 2698,8,41.52
NG,Product 2699,15,99.56
GH,Product 2700,16,12.11
GH,Product 2701,96,63.74
NG,Product 2702,31,0.70
GH,Product 2703,75,71.01
NG,Product 2704,10,76.23
KE,Product 2705,64,71.28
NG,Product 2706,22,68.84
MA,Product 2707,81,53.79
NG,Product 2708,18,26.20
KE,Product 2709,78,23.35
NG,Product 2710,45,99.05
NG,Product 2711,35,0.45
NG,Product 2712,47,68.21
MA,Product 2713,93,28.16
NG,Product 2714,64,90.99
MA,Product 2715,32,0.55
GH,Product 2716,10,12.97
MA,Product 2717,7,10.19
NG,Product 2718,14,60.10
NG,Product 2719,72,17.57
GH,Product 2720,13,83.94
ZA,Product 2721,92,76.03
KE,Product 2722,17,71.40
NG,Product 2723,80,14.21
KE,Product 2724,94,87.40
KE,Product 2725,48,76.58
ZA,Product 2726,33,6.04
MA,Product 2727,91,90.82
MA,Product 2728,62,55.46
ZA,Product 2729,81,73.03
GH,Product 2730,51,97.85
NG,Product 2731,31,96.88
ZA,Product 2732,70,45.43
GH,Product 2733,61,31.06
GH,Product 2734,87,75.29
ZA,Product 2735,57,89.01
MA,Product 2736,55,2.45
KE,Product 2737,35,14.13
KE,Product 2738,12,87.06
ZA,Product 2739,82,15.71
KE,Product 2740,71,94.42
KE,Product 2741,76,12.92
NG,Product 2742,72,78.00
GH,Product 2743,19,12.88
MA,Product 2744,6,69.07
ZA,Product 2745,13,13.83
ZA,Product 2746,44,58.21
MA,Product 2747,32,55.26
NG,Product 2748,61,34.33
GH,Product 2749,55,12.32
NG,Product 2750,67,88.35
KE,Product 2751,58,46.45
MA,Product 2752,22,89.61
ZA,Product 2753,2,99.29
ZA,Product 2754,29,3.21
KE,Product 2755,55,84.02
NG,Product 2756,13,83.99
KE,Product 2757,19,77.03
MA,Product 2758,91,9.55
KE,Product 2759,40,25.02
NG,Product 2760,67,9.77
ZA,Product 2761,77,91.16
NG,Product 2762,70,40.66
GH,Product 2763,37,56.63
GH,Product 2764,97,43.00
NG,Product 2765,76,11.71
NG,Product 2766,87,29.25
NG,Product 2767,48,92.37
ZA,Product 2768,46,76.95
NG,Product 2769,2,39.32
MA,Product 2770,69,53.83
ZA,Product 2771,69,23.90
GH,Product 2772,61,84.30
ZA,Product 2773,85,37.60
GH,Product 2774,6,82.93
NG,Product 2775,54,9.85
MA,Product 2776,7,19.95
KE,Product 2777,10,24.78
ZA,Product 2778,51,50.25
ZA,Product 2779,48,72.26
NG,Product 2780,59,93.75
NG,Product 2781,64,42.03
ZA,Product 2782,28,46.76
MA,Product 2783,2,30.75
GH,Product 2784,20,62.84
GH,Product 2785,67,77.72
ZA,Product 2786,88,92.36
KE,Product 2787,91,36.31
ZA,Product 2788,87,30.51
NG,Product 2789,67,0.93
GH,Product 2790,90,40.51
NG,Product 2791,53,85.49
NG,Product 2792,18,40.34
GH,Product 2793,88,24.23
KE,Product 2794,60,15.13
ZA,Product 2795,38,5.12
MA,Product 2796,93,82.79
KE,Product 2797,56,91.61
NG,Product 2798,87,55.01
ZA,Product 2799,96,70.18
NG,Product 2800,32,61.98
NG,Product 2801,33,77.55
MA,Product 2802,51,72.86
KE,Product 2803,82,19.68
GH,Product 2804,51,13.41
GH,Product 2805,92,9.02
GH,Product 2806,51,38.09
GH,Product 2807,36,46.59
ZA,Product 2808,77,29.64
NG,Product 2809,49,22.07
NG,Product 2810,61,13.45
NG,Product 2811,63,30.27
GH,Product 2812,37,18.27
NG,Product 2813,43,39.58
GH,Product 2814,19,38.66
GH,Product 2815,88,85.27
MA,Product 2816,72,30.59
MA,Product 2817,15,1.60
MA,Product 2818,11,41.06
KE,Product 2819,36,36.30
NG,Product 2820,66,42.19
KE,Product 2821,57,40.76
KE,Product 2822,90,99.74
KE,Product 2823,54,64.12
ZA,Product 2824,48,48.66
MA,Product 2825,39,3.44
NG,Product 2826,54,71.74
ZA,Product 2827,27,24.87
ZA,Product 2828,98,56.44
GH,Product 2829,11,50.66
KE,Product 2830,57,38.22
MA,Product 2831,67,25.41
NG,Product 2832,51,2.77
NG,Product 2833,35,68.43
NG,Product 2834,84,95.25
NG,Product 2835,92,15.04
NG,Product 2836,34,26.28
MA,Product 2837,93,18.64
GH,Product 2838,16,38.83
NG,Product 2839,60,64.78
MA,Product 2840,10,96.16
NG,Product 2841,58,37.06
ZA,Product 2842,21,40.77
GH,Product 2843,49,36.09
NG,Product 2844,73,37.78
KE,Product 2845,47,13.82
ZA,Product 2846,60,53.40
ZA,Product 2847,13,28.28
GH,Product 2848,72,29.59
KE,Product 2849,68,26.02
ZA,Product 2850,52,38.86
MA,Product 2851,42,23.82
KE,Product 2852,21,64.28
KE,Product 2853,88,49.55
NG,Product 2854,89,73.54
NG,Product 2855,37,31.42
NG,Product 2856,29,78.41
KE,Product 2857,33,14.32
MA,Product 2858,28,95.79
MA,Product 2859,6,47.40
MA,Product 2860,20,36.58
KE,Product 2861,60,6.30
ZA,Product 2862,80,15.59
ZA,Product 2863,63,12.60
ZA,Product 2864,39,37.51
NG,Product 2865,61,72.24
ZA,Product 2866,84,14.76
MA,Product 2867,62,33.42
KE,Product 2868,55,27.75
GH,Product 2869,33,41.94
MA,Product 2870,81,63.35
NG,Product 2871,51,91.85
ZA,Product 2872,16,23.50
ZA,Product 2873,37,90.88
MA,Product 2874,86,3.42
KE,Product 2875,59,73.73
KE,Product 2876,17,66.51
KE,Product 2877,90,2.24
NG,Product 2878,26,85.02
GH,Product 2879,1,11.04
NG,Product 2880,0,1.58
GH,Product 2881,72,53.06
MA,Product 2882,35,33.03
MA,Product 2883,39,15.77
KE,Product 2884,69,76.59
ZA,Product 2885,85,44.33
KE,Product 2886,16,68.66
GH,Product 2887,81,88.20
NG,Product 2888,19,29.50
MA,Product 2889,95,34.22
GH,Product 2890,64,3.96
NG,Product 2891,99,36.04
ZA,Product 2892,82,22.19
GH,Product 2893,42,99.01
NG,Product 2894,61,48.94
MA,Product 2895,17,20.92
KE,Product 2896,79,77.28
GH,Product 2897,32,85.42
KE,Product 2898,76,94.44
GH,Product 2899,16,42.77
ZA,Product 2900,41,15.82
ZA,Product 2901,52,18.78
ZA,Product 2902,46,56.91
MA,Product 2903,16,52.74
ZA,Product 2904,47,86.02
KE,Product 2905,63,9.29
ZA,Product 2906,56,60.01
ZA,Product 2907,55,99.28
NG,Product 2908,72,30.94
MA,Product 2909,10,64.17
NG,Product 2910,52,84.33
MA,Product 2911,67,20.34
NG,Product 2912,6,54.19
KE,Product 2913,85,43.40
KE,Product 2914,57,6.22
NG,Product 2915,76,18.65
MA,Product 2916,80,72.59
NG,Product 2917,22,60.88
GH,Product 2918,59,70.56
GH,Product 2919,7,26.74
ZA,Product 2920,94,0.74
KE,Product 2921,68,2.25
MA,Product 2922,92,50.90
MA,Product 2923,40,10.25
NG,Product 2924,79,11.17
NG,Product 2925,77,10.99
ZA,Product 2926,8,6.43
ZA,Product 2927,67,53.28
KE,Product 2928,61,0.13
NG,Product 2929,57,29.82
KE,Product 2930,11,31.75
NG,Product 2931,3,52.17
ZA,Product 2932,35,14.16
GH,Product 2933,13,75.18
NG,Product 2934,95,19.83
NG,Product 2935,28,46.07
KE,Product 2936,75,66.59
KE,Product 2937,53,36.61
GH,Product 2938,43,79.56
NG,Product 2939,89,95.81
NG,Product 2940,26,15.33
ZA,Product 2941,30,2.09
KE,Product 2942,49,65.78
MA,Product 2943,56,39.30
GH,Product 2944,70,32.01
GH,Product 2945,22,84.02
ZA,Product 2946,30,16.45
KE,Product 2947,83,51.13
MA,Product 2948,89,93.31
KE,Product 2949,51,84.79
GH,Product 2950,58,99.77
NG,Product 2951,77,36.44
NG,Product 2952,16,53.71
MA,Product 2953,15,29.75
ZA,Product 2954,70,68.51
ZA,Product 2955,37,92.82
KE,Product 2956,25,41.17
ZA,Product 2957,66,28.76
GH,Product 2958,67,58.93
KE,Product 2959,99,9.05
GH,Product 2960,30,44.37
MA,Product 2961,43,41.32
MA,Product 2962,78,3.59
NG,Product 2963,44,97.02
ZA,Product 2964,89,44.46
NG,Product 2965,18,72.19
KE,Product 2966,28,30.07
KE,Product 2967,80,59.83
NG,Product 2968,13,94.88
NG,Product 2969,23,65.07
NG,Product 2970,42,9.60
MA,Product 2971,2,72.44
ZA,Product 2972,44,89.66
KE,Product 2973,12,96.33
MA,Product 2974,76,39.86
NG,Product 2975,21,52.38
KE,Product 2976,80,51.60
NG,Product 2977,91,80.89
ZA,Product 2978,66,26.53
ZA,Product 2979,91,64.65
KE,Product 2980,25,21.78
KE,Product 2981,56,52.33
NG,Product 2982,95,8.64
NG,Product 2983,27,61.68
MA,Product 2984,96,47.90
ZA,Product 2985,66,84.54
KE,Product 2986,94,56.47
MA,Product 2987,68,53.44
ZA,Product 2988,94,88.13
KE,Product 2989,72,67.70
KE,Product 2990,45,99.98
ZA,Product 2991,78,36.05
ZA,Product 2992,64,20.70
ZA,Product 2993,7,63.65
KE,Product 2994,26,25.20
ZA,Product 2995,54,42.18
NG,Product 2996,2,75.83
NG,Product 2997,79,69.62
ZA,Product 2998,16,52.22
NG,Product 2999,44,48.83
GH,Product 3000,29,34.85
NG,Product 3001,97,71.67
KE,Product 3002,18,15.71
KE,Product 3003,60,45.87
ZA,Product 3004,68,8.64
NG,Product 3005,36,65.05
ZA,Product 3006,47,51.75
GH,Product 3007,90,1.16
ZA,Product 3008,45,25.51
KE,Product 3009,56,37.54
NG,Product 3010,74,1.98
ZA,Product 3011,95,31.06
KE,Product 3012,92,22.75
MA,Product 3013,3,5.03
KE,Product 3014,4,51.16
GH,Product 3015,74,85.80
KE,Product 3016,65,48.98
ZA,Product 3017,56,68.16
NG,Product 3018,37,26.41
KE,Product 3019,29,37.64
KE,Product 3020,91,32.26
KE,Product 3021,19,86.05
KE,Product 3022,63,73.86
NG,Product 3023,36,89.30
ZA,Product 3024,19,14.46
NG,Product 3025,53,99.69
ZA,Product 3026,31,15.22
NG,Product 3027,90,33.99
ZA,Product 3028,89,57.78
MA,Product 3029,47,24.73
ZA,Product 3030,53,60.29
KE,Product 3031,28,4.07
ZA,Product 3032,18,84.30
MA,Product 3033,93,29.84
KE,Product 3034,8,26.71
GH,Product 3035,80,40.91
KE,Product 3036,69,67.86
GH,Product 3037,57,76.34
MA,Product 3038,87,63.85
KE,Product 3039,32,36.51
KE,Product 3040,11,91.40
MA,Product 3041,92,44.47
MA,Product 3042,83,42.13
ZA,Product 3043,95,88.11
NG,Product 3044,95,78.67
MA,Product 3045,27,95.80
GH,Product 3046,25,46.64
ZA,Product 3047,77,36.84
GH,Product 3048,71,42.67
KE,Product 3049,65,42.46
GH,Product 3050,54,22.59
MA,Product 3051,24,55.84
KE,Product 3052,28,55.12
NG,Product 3053,84,27.41
GH,Product 3054,3,71.14
NG,Product 3055,91,57.57
KE,Product 3056,2,83.84
MA,Product 3057,3,24.94
ZA,Product 3058,79,31.22
MA,Product 3059,41,72.17
KE,Product 3060,30,69.43
ZA,Product 3061,40,58.78
KE,Product 3062,66,36.64
ZA,Product 3063,73,1.76
ZA,Product 3064,4,22.19
NG,Product 3065,1,43.62
NG,Product 3066,92,78.00
MA,Product 3067,19,71.74
GH,Product 3068,53,93.12
ZA,Product 3069,87,20.64
KE,Product 3070,43,75.07
KE,Product 3071,96,75.40
GH,Product 3072,68,11.18
MA,Product 3073,35,42.71
ZA,Product 3074,57,37.37
MA,Product 3075,10,58.79
ZA,Product 3076,42,55.05
MA,Product 3077,57,68.60
GH,Product 3078,29,45.57
GH,Product 3079,8,9.89
NG,Product 3080,28,76.68
KE,Product 3081,48,75.70
MA,Product 3082,70,26.46
GH,Product 3083,34,31.24
MA,Product 3084,50,24.01
ZA,Product 3085,28,67.35
ZA,Product 3086,19,98.34
KE,Product 3087,9,89.12
MA,Product 3088,14,45.69
ZA,Product 3089,58,24.28
ZA,Product 3090,87,24.02
NG,Product 3091,88,35.18
MA,Product 3092,16,21.07
MA,Product 3093,32,26.86
MA,Product 3094,9,31.51
NG,Product 3095,56,30.66
KE,Product 3096,54,76.71
KE,Product 3097,4,97.25
MA,Product 3098,12,32.86
KE,Product 3099,94,37.17
KE,Product 3100,11,37.43
GH,Product 3101,70,2.28
GH,Product 3102,48,3.55
MA,Product 3103,20,34.67
GH,Product 3104,29,78.92
NG,Product 3105,19,10.49
GH,Product 3106,66,42.55
GH,Product 3107,10,84.23
GH,Product 3108,87,78.41
ZA,Product 3109,20,72.19
ZA,Product 3110,95,38.99
ZA,Product 3111,52,68.84
KE,Product 3112,58,32.11
ZA,Product 3113,80,79.65
MA,Product 3114,92,28.96
MA,Product 3115,47,49.85
ZA,Product 3116,45,89.37
MA,Product 3117,63,6.07
ZA,Product 3118,11,8.72
GH,Product 3119,98,80.90
KE,Product 3120,25,35.33
NG,Product 3121,95,10.03
MA,Product 3122,22,16.28
GH,Product 3123,31,19.92
MA,Product 3124,90,88.31
ZA,Product 3125,48,64.38
MA,Product 3126,99,12.37
KE,Product 3127,53,20.51
MA,Product 3128,12,90.74
MA,Product 3129,64,36.98
NG,Product 3130,54,77.39
ZA,Product 3131,92,98.52
ZA,Product 3132,15,10.78
KE,Product 3133,62,28.80
ZA,Product 3134,62,21.54
GH,Product 3135,15,91.29
ZA,Product 3136,28,74.44
KE,Product 3137,57,21.41
MA,Product 3138,9,90.29
NG,Product 3139,82,83.76
MA,Product 3140,24,69.30
MA,Product 3141,19,69.02
ZA,Product 3142,67,52.77
NG,Product 3143,9,51.04
MA,Product 3144,71,93.64
GH,Product 3145,76,7.11
GH,Product 3146,76,63.24
GH,Product 3147,23,69.06
MA,Product 3148,63,20.38
ZA,Product 3149,56,95.21
KE,Product 3150,14,75.89
ZA,Product 3151,97,61.12
KE,Product 3152,2,6.96
GH,Product 3153,57,81.54
MA,Product 3154,10,97.16
ZA,Product 3155,61,64.20
GH,Product 3156,24,0.71
GH,Product 3157,61,73.36
GH,Product 3158,54,85.09
GH,Product 3159,58,17.69
KE,Product 3160,80,3.67
KE,Product 3161,21,51.58
MA,Product 3162,40,0.30
GH,Product 3163,18,21.68
MA,Product 3164,35,77.29
NG,Product 3165,90,98.58
KE,Product 3166,19,89.07
KE,Product 3167,39,80.63
MA,Product 3168,73,53.75
MA,Product 3169,99,97.92
ZA,Product 3170,64,68.38
ZA,Product 3171,4,14.61
NG,Product 3172,94,67.15
MA,Product 3173,95,26.21
MA,Product 3174,33,54.14
MA,Product 3175,64,42.49
KE,Product 3176,61,80.57
NG,Product 3177,22,76.01
MA,Product 3178,91,6.51
KE,Product 3179,19,89.29
NG,Product 3180,62,26.59
KE,Product 3181,6,87.25
KE,Product 3182,2,81.04
MA,Product 3183,76,70.13
GH,Product 3184,3,31.57
NG,Product 3185,84,16.91
KE,Product 3186,11,60.09
GH,Product 3187,35,28.78
GH,Product 3188,6,65.50
ZA,Product 3189,79,50.85
NG,Product 3190,75,46.79
MA,Product 3191,2,8.91
GH,Product 3192,21,78.52
ZA,Product 3193,96,29.33
KE,Product 3194,5,32.73
ZA,Product 3195,8,5.86
KE,Product 3196,32,53.69
MA,Product 3197,55,53.97
MA,Product 3198,28,9.03
KE,Product 3199,95,17.49
ZA,Product 3200,8,38.56
ZA,Product 3201,35,45.97
KE,Product 3202,6,76.51
ZA,Product 3203,42,82.33
ZA,Product 3204,83,27.71
GH,Product 3205,9,58.12
KE,Product 3206,39,35.75
KE,Product 3207,90,64.58
ZA,Product 3208,77,46.10
MA,Product 3209,25,94.47
NG,Product 3210,58,99.96
ZA,Product 3211,98,2.53
GH,Product 3212,66,19.02
KE,Product 3213,18,31.49
GH,Product 3214,32,53.37
ZA,Product 3215,11,88.85
GH,Product 3216,55,99.30
ZA,Product 3217,67,20.61
ZA,Product 3218,46,5.26
KE,Product 3219,45,36.42
KE,Product 3220,91,78.85
MA,Product 3221,91,22.43
ZA,Product 3222,17,51.55
NG,Product 3223,70,66.56
ZA,Product 3224,19,74.31
GH,Product 3225,21,83.55
GH,Product 3226,27,90.87
MA,Product 3227,21,4.33
MA,Product 3228,16,22.44
NG,Product 3229,28,44.50
KE,Product 3230,64,6.34
GH,Product 3231,57,18.36
GH,Product 3232,9,8.95
KE,Product 3233,93,67.98
NG,Product 3234,42,5.53
MA,Product 3235,83,55.65
KE,Product 3236,44,98.42
GH,Product 3237,7,5.16
GH,Product 3238,57,93.68
NG,Product 3239,3,48.23
MA,Product 3240,44,55.94
NG,Product 3241,53,16.37
ZA,Product 3242,59,37.05
ZA,Product 3243,27,77.94
KE,Product 3244,73,68.24
ZA,Product 3245,78,33.00
NG,Product 3246,98,95.68
NG,Product 3247,23,26.27
NG,Product 3248,66,66.99
NG,Product 3249,25,12.95
MA,Product 3250,12,35.07
MA,Product 3251,1,22.92
KE,Product 3252,5,42.50
ZA,Product 3253,32,71.47
GH,Product 3254,25,78.24
MA,Product 3255,90,11.62
GH,Product 3256,14,26.68
NG,Product 3257,20,55.53
GH,Product 3258,22,4.92
MA,Product 3259,0,71.04
ZA,Product 3260,42,10.10
KE,Product 3261,35,20.51
MA,Product 3262,3,31.30
ZA,Product 3263,57,65.09
GH,Product 3264,0,77.79
GH,Product 3265,58,45.55
ZA,Product 3266,40,74.90
MA,Product 3267,20,96.94
ZA,Product 3268,20,91.05
MA,Product 3269,83,80.39
KE,Product 3270,38,88.19
ZA,Product 3271,95,44.83
ZA,Product 3272,66,8.50
GH,Product 3273,59,90.49
MA,Product 3274,21,68.29
NG,Product 3275,73,15.00
NG,Product 3276,17,7.59
KE,Product 3277,16,16.11
KE,Product 3278,36,59.38
GH,Product 3279,63,1.57
ZA,Product 3280,77,69.14
GH,Product 3281,91,62.65
ZA,Product 3282,98,17.85
GH,Product 3283,55,99.17
ZA,Product 3284,10,12.24
NG,Product 3285,79,9.48
ZA,Product 3286,92,67.55
GH,Product 3287,86,35.94
MA,Product 3288,58,51.68
NG,Product 3289,19,87.09
GH,Product 3290,91,35.64
KE,Product 3291,49,98.72
NG,Product 3292,23,52.22
GH,Product 3293,84,33.48
NG,Product 3294,26,97.35
NG,Product 3295,52,22.36
KE,Product 3296,43,33.54
NG,Product 3297,21,9.27
ZA,Product 3298,36,6.74
ZA,Product 3299,49,16.87
KE,Product 3300,24,24.18
KE,Product 3301,40,97.09
ZA,Product 3302,24,2.97
ZA,Product 3303,20,74.24
KE,Product 3304,48,86.67
ZA,Product 3305,5,57.41
ZA,Product 3306,61,88.74
GH,Product 3307,7,50.00
NG,Product 3308,6,11.00
ZA,Product 3309,93,53.96
KE,Product 3310,41,17.95
GH,Product 3311,35,64.55
MA,Product 3312,98,28.84
ZA,Product 3313,43,81.06
NG,Product 3314,27,4.27
ZA,Product 3315,27,22.78
NG,Product 3316,65,23.07
GH,Product 3317,56,28.90
NG,Product 3318,23,98.41
ZA,Product 3319,87,14.46
NG,Product 3320,59,43.00
GH,Product 3321,80,83.82
KE,Product 3322,27,45.31
GH,Product 3323,38,48.68
MA,Product 3324,5,69.82
GH,Product 3325,56,31.51
ZA,Product 3326,10,25.01
GH,Product 3327,30,73.35
ZA,Product 3328,48,17.77
MA,Product 3329,92,3.45
GH,Product 3330,22,79.98
GH,Product 3331,9,90.21
GH,Product 3332,71,57.23
MA,Product 3333,13,34.41
ZA,Product 3334,22,61.92
ZA,Product 3335,70,49.33
MA,Product 3336,96,3.83
GH,Product 3337,50,9.89
KE,Product 3338,14,53.83
GH,Product 3339,6,75.45
MA,Product 3340,44,85.44
GH,Product 3341,15,89.88
NG,Product 3342,74,45.16
KE,Product 3343,1,20.49
MA,Product 3344,61,0.79
KE,Product 3345,41,47.45
ZA,Product 3346,1,16.62
MA,Product 3347,16,25.84
NG,Product 3348,41,79.12
MA,Product 3349,1,41.07
ZA,Product 3350,11,57.28
GH,Product 3351,62,50.62
MA,Product 3352,42,1.66
ZA,Product 3353,60,10.61
GH,Product 3354,96,38.33
GH,Product 3355,17,50.32
MA,Product 3356,24,74.83
GH,Product 3357,83,83.42
NG,Product 3358,70,88.95
MA,Product 3359,66,57.13
NG,Product 3360,31,13.52
ZA,Product 3361,81,41.37
MA,Product 3362,11,43.64
KE,Product 3363,57,3.78
NG,Product 3364,55,4.72
MA,Product 3365,73,36.77
ZA,Product 3366,81,10.42
KE,Product 3367,73,81.31
GH,Product 3368,13,32.33
NG,Product 3369,13,25.79
GH,Product 3370,22,23.09
NG,Product 3371,1,51.79
GH,Product 3372,5,52.07
ZA,Product 3373,7,64.98
NG,Product 3374,82,82.45
MA,Product 3375,29,41.87
ZA,Product 3376,10,66.55
KE,Product 3377,28,70.05
KE,Product 3378,14,13.33
ZA,Product 3379,9,21.71
MA,Product 3380,43,7.20
KE,Product 3381,22,69.27
GH,Product 3382,25,62.86
GH,Product 3383,25,39.75
GH,Product 3384,4,93.69
ZA,Product 3385,81,37.45
NG,Product 3386,34,8.72
GH,Product 3387,97,40.81
MA,Product 3388,11,2.98
KE,Product 3389,34,33.91
NG,Product 3390,75,16.68
GH,Product 3391,86,97.98
GH,Product 3392,99,95.25
ZA,Product 3393,43,31.90
KE,Product 3394,28,34.22
GH,Product 3395,43,18.07
KE,Product 3396,70,64.29
GH,Product 3397,65,39.54
ZA,Product 3398,98,62.52
ZA,Product 3399,46,97.90
ZA,Product 3400,46,83.47
ZA,Product 3401,61,26.91
MA,Product 3402,13,54.53
KE,Product 3403,43,80.69
NG,Product 3404,4,39.74
MA,Product 3405,68,57.44
NG,Product 3406,10,36.03
KE,Product 3407,11,68.01
GH,Product 3408,2,52.48
MA,Product 3409,3,7.48
GH,Product 3410,62,53.45
ZA,Product 3411,24,64.86
GH,Product 3412,0,37.58
NG,Product 3413,94,84.85
MA,Product 3414,66,97.44
NG,Product 3415,24,97.56
KE,Product 3416,6,21.70
KE,Product 3417,67,90.28
KE,Product 3418,92,13.44
NG,Product 3419,1,88.55
KE,Product 3420,96,94.08
ZA,Product 3421,72,67.31
KE,Product 3422,19,95.35
MA,Product 3423,49,58.93
KE,Product 3424,54,13.98
MA,Product 3425,72,44.85
GH,Product 3426,36,9.36
NG,Product 3427,89,56.35
GH,Product 3428,5,72.49
NG,Product 3429,68,44.67
GH,Product 3430,16,46.98
ZA,Product 3431,36,5.57
ZA,Product 3432,96,32.59
GH,Product 3433,81,92.85
KE,Product 3434,36,29.94
ZA,Product 3435,86,35.40
NG,Product 3436,9,60.93
MA,Product 3437,73,86.48
GH,Product 3438,3,38.80
NG,Product 3439,81,77.01
MA,Product 3440,0,92.58
ZA,Product 3441,52,93.48
GH,Product 3442,84,78.19
MA,Product 3443,19,7.86
MA,Product 3444,96,24.04
ZA,Product 3445,80,98.04
NG,Product 3446,84,4.07
ZA,Product 3447,64,90.99
GH,Product 3448,25,98.80
GH,Product 3449,36,48.90
MA,Product 3450,20,17.04
KE,Product 3451,48,32.94
NG,Product 3452,71,74.04
GH,Product 3453,39,39.38
KE,Product 3454,29,30.24
KE,Product 3455,43,41.59
MA,Product 3456,23,64.55
NG,Product 3457,24,61.48
MA,Product 3458,52,43.24
KE,Product 3459,99,78.04
MA,Product 3460,43,4.40
NG,Product 3461,34,83.79
MA,Product 3462,39,87.81
ZA,Product 3463,52,32.12
NG,Product 3464,79,86.74
NG,Product 3465,65,40.70
GH,Product 3466,20,15.24
MA,Product 3467,57,76.69
MA,Product 3468,34,38.31
ZA,Product 3469,87,85.53
MA,Product 3470,18,51.54
NG,Product 3471,16,76.89
MA,Product 3472,78,76.26
KE,Product 3473,93,3.41
MA,Product 3474,8,3.83
GH,Product 3475,43,29.42
ZA,Product 3476,72,42.08
NG,Product 3477,77,38.81
GH,Product 3478,14,60.18
NG,Product 3479,43,99.76
GH,Product 3480,5,73.11
KE,Product 3481,69,24.85
GH,Product 3482,2,32.56
MA,Product 3483,32,53.10
NG,Product 3484,94,25.27
MA,Product 3485,65,74.68
MA,Product 3486,33,2.15
GH,Product 3487,94,93.07
MA,Product 3488,74,69.34
ZA,Product 3489,20,15.19
KE,Product 3490,28,26.84
GH,Product 3491,33,54.46
KE,Product 3492,86,30.98
GH,Product 3493,11,17.25
ZA,Product 3494,22,96.15
KE,Product 3495,13,78.72
ZA,Product 3496,0,36.34
MA,Product 3497,67,11.89
GH,Product 3498,56,60.76
KE,Product 3499,15,58.49
KE,Product 3500,5,72.11
MA,Product 3501,93,27.97
MA,Product 3502,6,62.05
NG,Product 3503,70,97.00
ZA,Product 3504,43,49.47
NG,Product 3505,39,46.50
MA,Product 3506,64,28.56
GH,Product 3507,46,64.78
KE,Product 3508,91,90.77
MA,Product 3509,9,89.35
NG,Product 3510,68,23.84
ZA,Product 3511,0,21.92
MA,Product 3512,64,16.41
ZA,Product 3513,91,29.67
NG,Product 3514,4,14.38
ZA,Product 3515,72,78.66
ZA,Product 3516,33,23.91
MA,Product 3517,67,37.77
GH,Product 3518,59,44.97
KE,Product 3519,7,16.48
ZA,Product 3520,4,99.48
KE,Product 3521,28,71.64
KE,Product 3522,74,86.33
GH,Product 3523,61,86.12
ZA,Product 3524,82,9.70
ZA,Product 3525,23,9.67
KE,Product 3526,76,67.82
NG,Product 3527,25,37.93
NG,Product 3528,75,18.18
KE,Product 3529,78,89.36
NG,Product 3530,53,97.03
ZA,Product 3531,57,92.37
GH,Product 3532,21,70.92
KE,Product 3533,36,40.39
KE,Product 3534,97,46.87
GH,Product 3535,30,36.69
KE,Product 3536,37,89.48
KE,Product 3537,27,62.58
MA,Product 3538,67,96.90
ZA,Product 3539,19,13.05
GH,Product 3540,48,6.02
GH,Product 3541,29,68.72
NG,Product 3542,13,71.20
GH,Product 3543,61,90.76
MA,Product 3544,56,84.03
KE,Product 3545,85,48.64
MA,Product 3546,41,33.77
MA,Product 3547,11,93.34
GH,Product 3548,60,59.78
KE,Product 3549,38,44.39
ZA,Product 3550,41,84.69
GH,Product 3551,89,92.93
GH,Product 3552,32,85.52
MA,Product 3553,3,73.98
NG,Product 3554,82,71.20
KE,Product 3555,60,43.53
NG,Product 3556,76,42.58
KE,Product 3557,22,8.34
ZA,Product 3558,79,36.68
NG,Product 3559,91,31.96
